Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Alex Ballinger (Labour, Halesowen)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alex Brewer (Liberal Democrat, North East Hampshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alex Burghart (Conservative, Brentwood and Ongar)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alex Easton (Independent, North Down)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alex Mayer (Labour, Dunstable and Leighton Buzzard)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alex McIntyre (Labour, Gloucester)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alex Sobel (Labour (Co-op), Leeds Central and Headingley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alice Macdonald (Labour (Co-op), Norwich North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alicia Kearns (Conservative, Rutland and Stamford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alison Bennett (Liberal Democrat, Mid Sussex)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alison Griffiths (Conservative, Bognor Regis and Littlehampton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alison Hume (Labour, Scarborough and Whitby)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alison McGovern (Labour, Birkenhead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alison Taylor (Labour, Paisley and Renfrewshire North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Alistair Strathern (Labour, Hitchin)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Amanda Hack (Labour, North West Leicestershire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Bowie (Conservative, West Aberdeenshire and Kincardine)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Cooper (Labour, Mid Cheshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew George (Liberal Democrat, St Ives)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Griffith (Conservative, Arundel and South Downs)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Lewin (Labour, Welwyn Hatfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Pakes (Labour (Co-op), Peterborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Ranger (Labour, Wrexham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Rosindell (Reform UK, Romford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andrew Western (Labour, Stretford and Urmston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andy Burnham (Labour (Co-op), Makerfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andy MacNae (Labour, Rossendale and Darwen)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andy McDonald (Labour, Middlesbrough and Thornaby East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Andy Slaughter (Labour, Hammersmith and Chiswick)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ann Davies (Plaid Cymru, Caerfyrddin)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Anna Dixon (Labour, Shipley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Anna Gelderd (Labour, South East Cornwall)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Anna Sabine (Liberal Democrat, Frome and East Somerset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Anna Turley (Labour (Co-op), Redcar)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Anneliese Midgley (Labour, Knowsley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Antonia Bance (Labour, Tipton and Wednesbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Aphra Brandreth (Conservative, Chester South and Eddisbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ayoub Khan (Independent, Birmingham Perry Barr)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Baggy Shanker (Labour (Co-op), Derby South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bambos Charalambous (Labour, Southgate and Wood Green)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Barry Gardiner (Labour, Brent West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Becky Gittins (Labour, Clwyd East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bell Ribeiro-Addy (Labour, Clapham and Brixton Hill)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Coleman (Labour, Chelsea and Fulham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Goldsborough (Labour, South Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Lake (Plaid Cymru, Ceredigion Preseli)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Maguire (Liberal Democrat, North Cornwall)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ben Obese-Jecty (Conservative, Huntingdon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bill Esterson (Labour, Sefton Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Blair McDougall (Labour, East Renfrewshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Blake Stephenson (Conservative, Mid Bedfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bob Blackman (Conservative, Harrow East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bobby Dean (Liberal Democrat, Carshalton and Wallington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bradley Thomas (Conservative, Bromsgrove)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Brendan O'Hara (Scottish National Party, Argyll, Bute and South Lochaber)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Brian Leishman (Labour, Alloa and Grangemouth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Brian Mathew (Liberal Democrat, Melksham and Devizes)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Bridget Phillipson (Labour, Houghton and Sunderland South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Callum Anderson (Labour, Buckingham and Bletchley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Calum Miller (Liberal Democrat, Bicester and Woodstock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Cameron Thomas (Independent, Tewkesbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Carla Denyer (Green Party, Bristol Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Caroline Voaden (Liberal Democrat, South Devon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Carolyn Harris (Labour, Neath and Swansea East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Cat Eccles (Labour, Stourbridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Cat Smith (Labour, Lancaster and Wyre)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Catherine Atkinson (Labour, Derby North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Catherine Fookes (Labour, Monmouthshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Catherine West (Labour, Hornsey and Friern Barnet)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Charlie Dewhirst (Conservative, Bridlington and The Wolds)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Charlie Maynard (Liberal Democrat, Witney)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Charlotte Cane (Liberal Democrat, Ely and East Cambridgeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Bryant (Labour, Rhondda and Ogmore)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Coghlan (Liberal Democrat, Dorking and Horley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Curtis (Labour, Milton Keynes North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Elmore (Labour, Bridgend)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Evans (Labour (Co-op), Caerphilly)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Hazzard (Sinn Féin, South Down)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Hinchliff (Labour, North East Hertfordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Kane (Labour, Stirling and Strathallan)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Law (Scottish National Party, Dundee Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris McDonald (Labour, Stockton North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Murray (Labour, Edinburgh East and Musselburgh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Vince (Labour (Co-op), Harlow)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Ward (Labour, Brighton Kemptown and Peacehaven)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Chris Webb (Labour, Blackpool South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Christian Wakeford (Labour, Bury South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Christine Jardine (Liberal Democrat, Edinburgh West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hanna (Social Democratic & Labour Party, Belfast South and Mid Down)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Hughes (Labour, Bangor Aberconwy)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Claire Young (Liberal Democrat, Thornbury and Yate)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Clive Efford (Labour, Eltham and Chislehurst)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Clive Jones (Liberal Democrat, Wokingham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Clive Lewis (Labour, Norwich South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Colum Eastwood (Social Democratic & Labour Party, Foyle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Connor Naismith (Labour, Crewe and Nantwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Angela Eagle (Labour, Wallasey)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Diana Johnson (Labour, Kingston upon Hull North and Cottingham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Harriett Baldwin (Conservative, West Worcestershire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Karen Bradley (Conservative, Staffordshire Moorlands)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dame Meg Hillier (Labour (Co-op), Hackney South and Shoreditch)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Damian Hinds (Conservative, East Hampshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Damien Egan (Labour, Bristol North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Aldridge (Labour, Weston-super-Mare)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Carden (Labour, Liverpool Walton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Norris (Independent, North East Somerset and Hanham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dan Tomlinson (Labour, Chipping Barnet)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Daniel Francis (Labour, Bexleyheath and Crayford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Daniel Zeichner (Labour, Cambridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Danny Beales (Labour, Uxbridge and South Ruislip)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Danny Kruger (Reform UK, East Wiltshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Darren Jones (Labour, Bristol North West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Darren Paffey (Labour, Southampton Itchen)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dave Doogan (Scottish National Party, Angus and Perthshire Glens)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dave Robertson (Labour, Lichfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Baines (Labour, St Helens North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Burton-Sampson (Labour, Southend West and Leigh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Chadwick (Liberal Democrat, Brecon, Radnor and Cwm Tawe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Davis (Conservative, Goole and Pocklington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Mundell (Conservative, Dumfriesshire, Clydesdale and Tweeddale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Pinto-Duschinsky (Labour, Hendon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Reed (Conservative, Exmouth and Exeter East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Simmonds (Conservative, Ruislip, Northwood and Pinner)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Smith (Labour, North Northumberland)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Taylor (Labour, Hemel Hempstead)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"David Williams (Labour, Stoke-on-Trent North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dawn Butler (Labour, Brent East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Deirdre Costigan (Labour, Ealing Southall)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Derek Twigg (Labour, Widnes and Halewood)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Douglas Lumsden (Conservative, Aberdeen South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Douglas McAllister (Labour, West Dunbartonshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Al Pinkerton (Liberal Democrat, Surrey Heath)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Allison Gardner (Labour, Stoke-on-Trent South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Andrew Murrison (Conservative, South West Wiltshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Beccy Cooper (Labour, Worthing West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Ben Spencer (Conservative, Runnymede and Weybridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Caroline Johnson (Conservative, Sleaford and North Hykeham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Danny Chambers (Liberal Democrat, Winchester)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Ellie Chowns (Green Party, North Herefordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Jeevun Sandher (Labour, Loughborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Kieran Mullan (Conservative, Bexhill and Battle)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Marie Tidball (Labour, Penistone and Stocksbridge)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Neil Hudson (Conservative, Epping Forest)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Neil Shastri-Hurst (Conservative, Solihull West and Shirley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Peter Prinsley (Labour, Bury St Edmunds and Stowmarket)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Rosena Allin-Khan (Labour, Tooting)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Roz Savage (Liberal Democrat, South Cotswolds)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Rupa Huq (Labour, Ealing Central and Acton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Scott Arthur (Labour, Edinburgh South West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dr Simon Opher (Labour, Stroud)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Dáire Hughes (Sinn Féin, Newry and Armagh)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ed Davey (Liberal Democrat, Kingston and Surbiton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ed Miliband (Labour, Doncaster North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Edward Morello (Liberal Democrat, West Dorset)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Elaine Stewart (Labour, Ayr, Carrick and Cumnock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ellie Reeves (Labour, Lewisham West and East Dulwich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emily Darlington (Labour, Milton Keynes Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emily Thornberry (Labour, Islington South and Finsbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Foody (Labour (Co-op), Cramlington and Killingworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Hardy (Labour, Kingston upon Hull West and Haltemprice)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Lewell (Labour, South Shields)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Emma Reynolds (Labour, Wycombe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Esther McVey (Conservative, Tatton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Euan Stainbank (Labour, Falkirk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Fabian Hamilton (Labour, Leeds North East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Feryal Clark (Labour, Enfield North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Fleur Anderson (Labour, Putney)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Fred Thomas (Labour, Plymouth Moor View)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Freddie van Mierlo (Liberal Democrat, Henley and Thame)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Bacon (Conservative, Orpington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Davies (Conservative, Grantham and Bourne)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gareth Snell (Labour (Co-op), Stoke-on-Trent Central)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gavin Robinson (Democratic Unionist Party, Belfast East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gen Kitchen (Labour, Wellingborough and Rushden)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"George Freeman (Conservative, Mid Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Georgia Gould (Labour, Queen's Park and Maida Vale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gideon Amos (Liberal Democrat, Taunton and Wellington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gill Furniss (Labour, Sheffield Brightside and Hillsborough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gill German (Labour, Clwyd North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gordon McKee (Labour, Glasgow South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graeme Downie (Labour, Dunfermline and Dollar)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graham Leadbitter (Scottish National Party, Moray West, Nairn and Strathspey)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graham Stringer (Labour, Blackley and Middleton South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Graham Stuart (Conservative, Beverley and Holderness)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Grahame Morris (Labour, Easington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Greg Smith (Conservative, Mid Buckinghamshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gregor Poynton (Labour, Livingston)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gregory Stafford (Conservative, Farnham and Bordon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Gurinder Singh Josan (Labour, Smethwick)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Hannah Spencer (Green Party, Gorton and Denton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Harpreet Uppal (Labour, Huddersfield)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Heidi Alexander (Labour, Swindon South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Grant (Conservative, Maidstone and Malling)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Maguire (Liberal Democrat, Epsom and Ewell)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Morgan (Liberal Democrat, North Shropshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helen Whately (Conservative, Faversham and Mid Kent)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Helena Dollimore (Labour (Co-op), Hastings and Rye)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Henry Tufnell (Labour, Mid and South Pembrokeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Hilary Benn (Labour, Leeds South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Lavery (Labour, Blyth and Ashington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Murray (Labour, Edinburgh South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Roome (Liberal Democrat, North Devon)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Ian Sollom (Liberal Democrat, St Neots and Mid Cambridgeshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Imogen Walker (Labour, Hamilton and Clyde Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Imran Hussain (Labour, Bradford East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Iqbal Mohamed (Independent, Dewsbury and Batley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Irene Campbell (Labour, North Ayrshire and Arran)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jack Abbott (Labour (Co-op), Ipswich)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jack Rankin (Conservative, Windsor)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jacob Collier (Labour, Burton and Uttoxeter)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jade Botterill (Labour, Ossett and Denby Dale)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jake Richards (Labour, Rother Valley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James Asser (Labour, West Ham and Beckton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James MacCleary (Liberal Democrat, Lewes)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James Murray (Labour (Co-op), Ealing North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James Naish (Labour, Rushcliffe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"James Wild (Conservative, North West Norfolk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jamie Stone (Liberal Democrat, Caithness, Sutherland and Easter Ross)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Janet Daby (Labour, Lewisham East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jas Athwal (Labour, Ilford South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jayne Kirkham (Labour (Co-op), Truro and Falmouth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jen Craft (Labour, Thurrock)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jeremy Corbyn (Your Party, Islington North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jess Asato (Labour, Lowestoft)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jess Phillips (Labour, Birmingham Yardley)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jesse Norman (Conservative, Hereford and South Herefordshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jessica Morden (Labour, Newport East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jessica Toale (Labour, Bournemouth West)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jim Allister (Traditional Unionist Voice, North Antrim)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jim Dickson (Labour, Dartford)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jo Platt (Labour (Co-op), Leigh and Atherton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jo White (Labour, Bassetlaw)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joani Reid (Labour, East Kilbride and Strathaven)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jodie Gosling (Labour, Nuneaton)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joe Morris (Labour, Hexham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joe Powell (Labour, Kensington and Bayswater)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Joe Robertson (Conservative, Isle of Wight East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Johanna Baxter (Labour, Paisley and Renfrewshire South)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Cooper (Conservative, Dumfries and Galloway)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Finucane (Sinn Féin, Belfast North)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Glen (Conservative, Salisbury)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Grady (Labour, Glasgow East)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Healey (Labour, Rawmarsh and Conisbrough)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Lamont (Conservative, Berwickshire, Roxburgh and Selkirk)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John McDonnell (Labour, Hayes and Harlington)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Milne (Liberal Democrat, Horsham)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"John Slinger (Labour, Rugby)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jon Pearce (Labour, High Peak)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jon Trickett (Labour, Normanton and Hemsworth)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jonathan Davies (Labour, Mid Derbyshire)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jonathan Hinder (Labour, Pendle and Clitheroe)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
"Jonathan Reynolds (Labour (Co-op), Stalybridge and Hyde)",,,1,,,,No recorded activity on this area (ledger from 2026-02-03)
